"지점","시작일","종료일","지점명","지점주소","관리관서","위도","경도","노장해발고도(m)","기압계(관측장비지상높이(m))","기온계(관측장비지상높이(m))","풍속계(관측장비지상높이(m))","강우계(관측장비지상높이(m))"
"8421","2009-08-06 00:00:00",\N,"성산",\N,\N,"35.6287","128.494","73",\N,\N,\N,\N
"8422","2009-08-06 00:00:00",\N,"도천",\N,\N,"35.4351","128.518","17",\N,\N,\N,\N
"8423","2009-08-06 00:00:00",\N,"영산",\N,\N,"35.4536","128.5279","48",\N,\N,\N,\N
"8424","2009-08-06 00:00:00",\N,"계성",\N,\N,"35.4687","128.5129","74",\N,\N,\N,\N
"8425","2009-08-06 00:00:00",\N,"대지",\N,\N,"35.5556","128.4679","29",\N,\N,\N,\N
"8426","2009-08-06 00:00:00",\N,"유어",\N,\N,"35.508","128.4111","15",\N,\N,\N,\N
"8427","2009-08-06 00:00:00",\N,"부곡",\N,\N,"35.4349","128.6029","33",\N,\N,\N,\N
"8428","2009-08-06 00:00:00",\N,"대합",\N,\N,"35.6137","128.4721","44",\N,\N,\N,\N
"8429","2009-08-06 00:00:00",\N,"이방",\N,\N,"35.5771","128.3878","24",\N,\N,\N,\N
"8429","2002-04-15 00:00:00",\N,"무르시아/에르칸타리라",\N,\N,"37.95","-1.2333","75",\N,\N,\N,\N
"8430","2002-04-15 00:00:00",\N,"무르시아",\N,\N,"38","-1.1667","61",\N,\N,\N,\N
"8430","2009-08-06 00:00:00",\N,"길곡",\N,\N,"35.3851","128.57","19",\N,\N,\N,\N
"8431","2002-04-15 00:00:00",\N,"카스티요 갈레라스",\N,\N,"37.5833","-1","219",\N,\N,\N,\N
"8433","2002-04-15 00:00:00",\N,"무르시아/산 하비에르",\N,\N,"37.7833","-0.8","5",\N,\N,\N,\N
"8436","2010-01-01 00:00:00",\N,"성내",\N,\N,"34.9731","128.3224","24",\N,\N,\N,\N
"8437","2010-01-01 00:00:00",\N,"미룡",\N,\N,"34.9369","128.2738","16",\N,\N,\N,\N
"8438","2010-01-01 00:00:00",\N,"학림",\N,\N,"34.9435","128.1926","18",\N,\N,\N,\N
"8439","2010-01-01 00:00:00",\N,"덕호",\N,\N,"34.9286","128.1229","9",\N,\N,\N,\N
"8440","2010-01-01 00:00:00",\N,"척번정",\N,\N,"34.9998","128.1865","80",\N,\N,\N,\N
"8442","2010-01-01 00:00:00",\N,"유흥",\N,\N,"35.0175","128.2985","49",\N,\N,\N,\N
"8443","2010-01-01 00:00:00",\N,"종생",\N,\N,"35.0159","128.2469","228",\N,\N,\N,\N
"8444","2010-01-01 00:00:00",\N,"침점",\N,\N,"35.0541","128.2054","70",\N,\N,\N,\N
"8445","2010-01-01 00:00:00",\N,"영산",\N,\N,"35.1079","128.2376","59",\N,\N,\N,\N
"8446","2010-01-01 00:00:00",\N,"명성",\N,\N,"35.0988","128.2589","79",\N,\N,\N,\N
"8447","2010-01-01 00:00:00",\N,"효락",\N,\N,"35.088","128.3351","45",\N,\N,\N,\N
"8448","2010-01-01 00:00:00",\N,"배둔",\N,\N,"35.0542","128.3941","25.22",\N,\N,\N,\N
"8449","2010-01-01 00:00:00",\N,"도전",\N,\N,"35.0552","128.3366","20",\N,\N,\N,\N
"8450","2010-01-01 00:00:00",\N,"장기",\N,\N,"35.0415","128.421","13",\N,\N,\N,\N
"8451","2002-04-15 00:00:00",\N,"헤레스 데 라 프론테라",\N,\N,"36.75","-6.0667","27",\N,\N,\N,\N
"8451","2010-01-01 00:00:00",\N,"당동",\N,\N,"34.9918","128.4043","12",\N,\N,\N,\N
"8452","2016-03-03 00:00:00",\N,"당항",\N,\N,"35.0542","128.3941","36",\N,\N,\N,\N
"8453","2016-03-03 00:00:00",\N,"덕곡",\N,\N,"34.9613","128.6189","3.3",\N,\N,\N,\N
"8457","2010-01-01 00:00:00",\N,"서변",\N,\N,"34.8377","127.8926","34",\N,\N,\N,\N
"8458","2010-01-01 00:00:00",\N,"무림",\N,\N,"34.7994","127.9548","16",\N,\N,\N,\N
"8458","2002-04-15 00:00:00",\N,"타리파",\N,\N,"36","-5.6","10",\N,\N,\N,\N
"8459","2010-01-01 00:00:00","2023-06-02 00:00:00","상주",\N,\N,"34.7238","127.9854","15",\N,\N,\N,\N
"8460","2010-01-01 00:00:00",\N,"지족",\N,\N,"34.8282","127.9962","40",\N,\N,\N,\N
"8461","2010-01-01 00:00:00",\N,"미조",\N,\N,"34.7129","128.0441","30",\N,\N,\N,\N
"8462","2010-01-01 00:00:00",\N,"당항",\N,\N,"34.7714","127.8868","40",\N,\N,\N,\N
"8463","2010-01-01 00:00:00",\N,"서상",\N,\N,"34.8101","127.8383","9",\N,\N,\N,\N
"8464","2010-01-01 00:00:00",\N,"남양",\N,\N,"34.925","127.914","45",\N,\N,\N,\N
"8465","2010-01-01 00:00:00",\N,"대사",\N,\N,"34.8955","127.8742","10",\N,\N,\N,\N
"8466","2010-01-01 00:00:00",\N,"상죽",\N,\N,"34.8578","128.0122","12",\N,\N,\N,\N
"8473","2009-08-06 00:00:00",\N,"화개",\N,\N,"35.1884","127.6254","26.8",\N,\N,\N,\N
"8474","2009-08-06 00:00:00",\N,"악양",\N,\N,"35.1624","127.709","45.54",\N,\N,\N,\N
"8475","2009-08-06 00:00:00",\N,"적량",\N,\N,"35.0832","127.7769","66.9",\N,\N,\N,\N
"8476","2009-08-06 00:00:00",\N,"횡천",\N,\N,"35.1098","127.814","44",\N,\N,\N,\N
"8477","2009-08-06 00:00:00",\N,"고전",\N,\N,"35.0221","127.8173","24.6",\N,\N,\N,\N
"8478","2009-08-06 00:00:00",\N,"금남",\N,\N,"34.9505","127.8592","11.4",\N,\N,\N,\N
"8479","2009-08-06 00:00:00",\N,"금성",\N,\N,"34.9638","127.7904","5.5",\N,\N,\N,\N
"8480","2009-08-06 00:00:00",\N,"진교",\N,\N,"35.0305","127.9009","11.6",\N,\N,\N,\N
"8481","2009-08-06 00:00:00",\N,"양보",\N,\N,"35.0473","127.8457","38.5",\N,\N,\N,\N
"8482","2002-04-15 00:00:00",\N,"말라가",\N,\N,"36.6667","-4.4833","16",\N,\N,\N,\N
"8482","2009-08-06 00:00:00",\N,"북천",\N,\N,"35.1147","127.8928","79.5",\N,\N,\N,\N
"8483","2009-08-06 00:00:00",\N,"청암",\N,\N,"35.1559","127.7993","85.2",\N,\N,\N,\N
"8484","2009-08-06 00:00:00",\N,"옥종",\N,\N,"35.183","127.8796","83",\N,\N,\N,\N
"8485","2010-01-01 00:00:00",\N,"하동읍",\N,\N,"35.0673","127.7513","20.6",\N,\N,\N,\N
"8487","2002-04-15 00:00:00",\N,"알메리아",\N,\N,"36.85","-2.3833","15",\N,\N,\N,\N
"8495","2002-04-15 00:00:00",\N,"지브롤터",\N,\N,"36.15","-5.35","5",\N,\N,\N,\N
"8497","2012-05-31 00:00:00",\N,"하동읍",\N,\N,"35.0672","127.7512","15.8",\N,\N,\N,\N
"8501","2002-04-15 00:00:00",\N,"플로레스",\N,\N,"39.45","-31.1333","28",\N,\N,\N,\N
"8503","2009-08-06 00:00:00",\N,"산청읍",\N,\N,"35.4156","127.8735","113.4",\N,\N,\N,\N
"8504","2009-08-06 00:00:00",\N,"치황",\N,\N,"35.4628","127.9289","317.5",\N,\N,\N,\N
"8505","2009-08-06 00:00:00",\N,"오부",\N,\N,"35.4583","127.8605","113.4",\N,\N,\N,\N
"8506","2002-04-15 00:00:00",\N,"호라타 (아코레스)",\N,\N,"38.5167","-28.6333","60",\N,\N,\N,\N
"8506","2009-08-06 00:00:00",\N,"생초",\N,\N,"35.4938","127.8363","117.9",\N,\N,\N,\N
"8507","2002-04-15 00:00:00",\N,"그라키오사/에어오드로메",\N,\N,"39.1","-28.0333","26",\N,\N,\N,\N
"8507","2009-08-06 00:00:00",\N,"금서",\N,\N,"35.4643","127.7963","128.9",\N,\N,\N,\N
"8508","2009-08-06 00:00:00",\N,"삼장",\N,\N,"35.2982","127.8317","240.1",\N,\N,\N,\N
"8509","2002-04-15 00:00:00",\N,"라지스",\N,\N,"38.7667","-27.1","52",\N,\N,\N,\N
"8509","2009-08-06 00:00:00",\N,"시천",\N,\N,"35.2975","127.7239","116.2",\N,\N,\N,\N
"8510","2009-08-06 00:00:00",\N,"단성",\N,\N,"35.2652","127.9532","79.1",\N,\N,\N,\N
"8511","2009-08-06 00:00:00",\N,"신안",\N,\N,"35.304","127.9735","68.9",\N,\N,\N,\N
"8512","2002-04-15 00:00:00",\N,"폰타 델가다/노르델라 (아소레스)",\N,\N,"37.7333","-25.7","71",\N,\N,\N,\N
"8512","2009-08-06 00:00:00",\N,"생비량",\N,\N,"35.3449","128.0452","64.7",\N,\N,\N,\N
"8512","2002-04-15 00:00:00",\N,"폰타 델가다 노르델라",\N,\N,"37.7333","-25.7","71",\N,\N,\N,\N
"8513","2009-08-06 00:00:00",\N,"신등",\N,\N,"35.384","128.0044","84.9",\N,\N,\N,\N
"8515","2002-04-15 00:00:00",\N,"산타 마리아",\N,\N,"36.9667","-25.1667","100",\N,\N,\N,\N
"8522","2002-04-15 00:00:00",\N,"푼샬",\N,\N,"32.6333","-16.9","58",\N,\N,\N,\N
"8524","2002-04-15 00:00:00",\N,"포르토 산토",\N,\N,"33.0667","-16.35","97",\N,\N,\N,\N
"8530","2011-02-15 00:00:00",\N,"가흥",\N,\N,"35.3969","127.663","299.3",\N,\N,\N,\N
"8531","2011-02-15 00:00:00",\N,"당본",\N,\N,"35.6287","127.8113","197.6",\N,\N,\N,\N
"8532","2002-04-15 00:00:00",\N,"신트라/그란자",\N,\N,"38.8333","-9.3333","134",\N,\N,\N,\N
"8532","2011-02-15 00:00:00",\N,"대남",\N,\N,"35.6834","127.6859","471.9",\N,\N,\N,\N
"8534","2002-04-15 00:00:00",\N,"몬티조",\N,\N,"38.7","-9.0333","14",\N,\N,\N,\N
"8535","2002-04-15 00:00:00",\N,"리스본",\N,\N,"38.7167","-9.15","77",\N,\N,\N,\N
"8537","2002-04-15 00:00:00",\N,"아르베르카",\N,\N,"38.8833","-9.0333","3",\N,\N,\N,\N
"8537","2011-02-15 00:00:00",\N,"목현",\N,\N,"35.4807","127.7502","190.3",\N,\N,\N,\N
"8538","2011-02-15 00:00:00",\N,"송계",\N,\N,"35.6476","127.6954","359.8",\N,\N,\N,\N
"8539","2011-02-15 00:00:00",\N,"송평",\N,\N,"35.5285","127.6821","220.3",\N,\N,\N,\N
"8540","2011-02-15 00:00:00",\N,"운림",\N,\N,"35.5206","127.7252","170.7",\N,\N,\N,\N
"8540","2002-04-15 00:00:00",\N,"몬테 리얼",\N,\N,"39.8333","-8.8833","52",\N,\N,\N,\N
"8541","2011-02-15 00:00:00",\N,"평촌",\N,\N,"35.5662","127.7742","202",\N,\N,\N,\N
"8542","2011-02-15 00:00:00",\N,"평정",\N,\N,"35.5517","127.6356","312.21",\N,\N,\N,\N
"8543","2011-02-15 00:00:00",\N,"화산",\N,\N,"35.5694","127.8145","218.3",\N,\N,\N,\N
"8544","2011-02-15 00:00:00",\N,"화촌",\N,\N,"35.452","127.7799","172.9",\N,\N,\N,\N
"8544","2002-04-15 00:00:00",\N,"오바/마케다",\N,\N,"40.9167","-8.6333","17",\N,\N,\N,\N
"8546","2002-04-15 00:00:00",\N,"포르토/세라 도 피라르",\N,\N,"41.1333","-8.6","93",\N,\N,\N,\N
"8554","2002-04-15 00:00:00",\N,"파로",\N,\N,"37.0167","-7.9667","7",\N,\N,\N,\N
"8556","2009-08-06 00:00:00",\N,"과정",\N,\N,"35.5678","127.9252","316.4",\N,\N,\N,\N
"8557","2009-08-06 00:00:00",\N,"노현",\N,\N,"35.8054","127.9177","607.8",\N,\N,\N,\N
"8558","2009-08-06 00:00:00",\N,"농산",\N,\N,"35.8148","127.8714","338.9",\N,\N,\N,\N
"8558","2002-04-15 00:00:00",\N,"에보라",\N,\N,"38.5333","-7.9","245",\N,\N,\N,\N
"8559","2009-08-06 00:00:00",\N,"도평",\N,\N,"35.7497","127.9132","237.9",\N,\N,\N,\N
"8560","2009-08-06 00:00:00",\N,"마상",\N,\N,"35.711","128.0146","281.8",\N,\N,\N,\N
"8561","2009-08-06 00:00:00",\N,"말흘",\N,\N,"35.7012","127.8547","234.7",\N,\N,\N,\N
"8561","2002-04-15 00:00:00",\N,"베자/B.에라",\N,\N,"38.0667","-7.9167","194",\N,\N,\N,\N
"8562","2009-08-06 00:00:00",\N,"무릉",\N,\N,"35.6676","127.9438","193.5",\N,\N,\N,\N
"8563","2009-08-06 00:00:00",\N,"무촌",\N,\N,"35.6432","127.9102","202.1",\N,\N,\N,\N
"8565","2009-08-06 00:00:00",\N,"우혜",\N,\N,"35.7628","127.9932","370.1",\N,\N,\N,\N
"8566","2009-08-06 00:00:00",\N,"장기",\N,\N,"35.7501","127.8328","281.3",\N,\N,\N,\N
"8570","2002-04-15 00:00:00",\N,"카스텔루브랑쿠",\N,\N,"39.8333","-7.4833","386",\N,\N,\N,\N
"8575","2002-04-15 00:00:00",\N,"브라겅소",\N,\N,"41.8","-6.7333","691",\N,\N,\N,\N
"8576","2018-09-12 00:00:00",\N,"무전동",\N,\N,"34.8572","128.4324","8",\N,\N,\N,\N
"8577","2018-09-12 00:00:00",\N,"내일동",\N,\N,"35.4937","128.7542","18.1",\N,\N,\N,\N
"8579","2002-04-15 00:00:00",\N,"리스본",\N,\N,"38.7667","-9.1333","104",\N,\N,\N,\N
"8580","2018-09-12 00:00:00",\N,"황매산",\N,\N,"35.4816","127.9819","802.44",\N,\N,\N,\N
"8580","2014-07-03 00:00:00","2015-09-15 00:00:00","황매산",\N,\N,\N,\N,\N,\N,\N,\N,\N
"8581","2010-01-01 00:00:00",\N,"합천",\N,\N,"35.561","128.1524","36.9",\N,\N,\N,\N
"8582","2010-01-01 00:00:00",\N,"김봉",\N,\N,"35.6261","128.0418","194.8",\N,\N,\N,\N
"8583","2010-01-01 00:00:00",\N,"산제",\N,\N,"35.6585","128.1133","186.7",\N,\N,\N,\N
"8583","2002-04-15 00:00:00",\N,"민델루",\N,\N,"16.8833","-25","62",\N,\N,\N,\N
"8584","2010-01-01 00:00:00",\N,"야천",\N,\N,"35.7627","128.1395","228.1",\N,\N,\N,\N
"8585","2010-01-01 00:00:00",\N,"구정",\N,\N,"35.7053","128.1677","136.7",\N,\N,\N,\N
"8586","2010-01-01 00:00:00",\N,"영전",\N,\N,"35.5723","128.218","35.4",\N,\N,\N,\N
"8587","2010-01-01 00:00:00",\N,"초계",\N,\N,"35.5565","128.2674","17.89",\N,\N,\N,\N
"8588","2010-01-01 00:00:00",\N,"성산",\N,\N,"35.5759","128.2822","21.5",\N,\N,\N,\N
"8589","2002-04-15 00:00:00",\N,"프라이아",\N,\N,"14.9","-23.5167","27",\N,\N,\N,\N
"8589","2010-01-01 00:00:00",\N,"율지",\N,\N,"35.6151","128.3592","18.9",\N,\N,\N,\N
"8590","2010-01-01 00:00:00",\N,"두곡",\N,\N,"35.542","128.3481","11.58",\N,\N,\N,\N
"8591","2010-01-01 00:00:00",\N,"상부",\N,\N,"35.5476","128.2786","21.2",\N,\N,\N,\N
"8592","2010-01-01 00:00:00",\N,"덕정",\N,\N,"35.5166","128.1746","45.7",\N,\N,\N,\N
"8593","2010-01-01 00:00:00",\N,"평구",\N,\N,"35.4416","128.1455","101.5",\N,\N,\N,\N
"8594","2010-01-01 00:00:00",\N,"금리",\N,\N,"35.4144","128.1219","87.67",\N,\N,\N,\N
"8594","2002-04-15 00:00:00",\N,"살",\N,\N,"16.7333","-22.95","63",\N,\N,\N,\N
"8595","2010-01-01 00:00:00",\N,"덕촌",\N,\N,"35.4352","128.0337","111.23",\N,\N,\N,\N
"8596","2010-01-01 00:00:00",\N,"회양",\N,\N,"35.5212","128.0142","247.9",\N,\N,\N,\N
"8597","2010-01-01 00:00:00",\N,"용지",\N,\N,"35.5407","128.1134","60.1",\N,\N,\N,\N
"8700","2011-11-01 00:00:00",\N,"부산시(강서구)",\N,\N,"35.2094","128.9613","3",\N,\N,\N,\N
"8701","2011-11-01 00:00:00",\N,"거제시(거제면)",\N,\N,"34.8549","128.5783","41",\N,\N,\N,\N
"8702","2011-11-01 00:00:00",\N,"고성군(고성읍)",\N,\N,"34.9901","128.3309","20",\N,\N,\N,\N
"8703","2011-11-01 00:00:00",\N,"김해시(전하동)",\N,\N,"35.2129","128.8705","5",\N,\N,\N,\N
"8705","2017-11-15 00:00:00",\N,"밀양시(산내면)",\N,\N,"35.3541","128.5717","258",\N,\N,\N,\N
"8706","2011-11-01 00:00:00",\N,"밀양시(상남면)",\N,\N,"35.4466","128.7565","7",\N,\N,\N,\N
"8707","2011-11-01 00:00:00",\N,"사천시(용현면)",\N,\N,"35.0376","128.0672","188",\N,\N,\N,\N
"8710","2011-11-01 00:00:00",\N,"창녕군(대지면)",\N,\N,"35.5507","128.4779","36",\N,\N,\N,\N
"8711","2011-11-01 00:00:00",\N,"창원시(대산면)",\N,\N,"35.3426","128.7078","5",\N,\N,\N,\N
"8712","2011-11-01 00:00:00",\N,"통영시(광도면)",\N,\N,"34.9039","128.4054","42",\N,\N,\N,\N
"8716","2011-11-01 00:00:00",\N,"진주시(초전동)",\N,\N,"35.2054","128.117","23",\N,\N,\N,\N
"8717","2014-07-03 00:00:00",\N,"거창군(거창읍)",\N,\N,"35.6779","127.9226","194",\N,\N,\N,\N
"8718","2014-07-03 00:00:00",\N,"합천군(합천리)",\N,\N,"35.5515","128.1124","49",\N,\N,\N,\N
"8720","2015-09-15 00:00:00",\N,"남해군(이동면)",\N,\N,"34.8161","127.9256","46",\N,\N,\N,\N
"8722","2016-08-31 00:00:00",\N,"거창군(동변리)",\N,\N,"35.4253","127.5357","288",\N,\N,\N,\N
"8801","2011-11-01 00:00:00",\N,"대암댐",\N,\N,"35.5454","129.1833","54.97",\N,\N,\N,\N
"8802","2011-11-01 00:00:00",\N,"사연댐",\N,\N,"35.5778","129.1963","33.93",\N,\N,\N,\N
"8803","2011-11-01 00:00:00",\N,"대곡댐(하)",\N,\N,"35.6187","129.169","88.89",\N,\N,\N,\N
"8806","2011-11-01 00:00:00",\N,"연초댐",\N,\N,"34.9398","128.6668","296",\N,\N,\N,\N
"8807","2011-11-01 00:00:00",\N,"구천댐",\N,\N,"34.8474","128.6476","189",\N,\N,\N,\N
"8808","2011-11-01 00:00:00",\N,"합천",\N,\N,"35.5575","128.1614","36.95",\N,\N,\N,\N
"8809","2011-11-01 00:00:00",\N,"삼가",\N,\N,"35.4139","128.1175","88",\N,\N,\N,\N
"8810","2011-11-01 00:00:00",\N,"함양",\N,\N,"35.5136","127.7314","161",\N,\N,\N,\N
"8811","2011-11-01 00:00:00",\N,"임천",\N,\N,"35.4644","127.7911","135",\N,\N,\N,\N
"8812","2011-11-01 00:00:00",\N,"안의",\N,\N,"35.6275","127.8153","194",\N,\N,\N,\N
"8813","2011-11-01 00:00:00",\N,"서하",\N,\N,"35.6375","127.6814","460",\N,\N,\N,\N
"8814","2011-11-01 00:00:00",\N,"마천",\N,\N,"35.4017","127.6828","268",\N,\N,\N,\N
"8815","2011-11-01 00:00:00",\N,"청암",\N,\N,"35.2008","127.8436","248",\N,\N,\N,\N
"8816","2011-11-01 00:00:00",\N,"창촌(남강)",\N,\N,"35.1783","127.9203","56",\N,\N,\N,\N
"8818","2011-11-01 00:00:00",\N,"진주",\N,\N,"35.1903","128.0867","27",\N,\N,\N,\N
"8819","2011-11-01 00:00:00",\N,"수곡",\N,\N,"35.2356","127.9283","153",\N,\N,\N,\N
"8822","2006-03-23 00:00:00",\N,"선리",\N,\N,"35.5184","129.0029","300",\N,\N,\N,\N
"8823","2011-11-01 00:00:00",\N,"차황",\N,\N,"35.4917","127.9322","375",\N,\N,\N,\N
"8824","2011-11-01 00:00:00",\N,"신안",\N,\N,"35.32","127.9958","57",\N,\N,\N,\N
"8825","2011-11-01 00:00:00",\N,"시천",\N,\N,"35.2839","127.7239","673",\N,\N,\N,\N
"8826","2011-11-01 00:00:00",\N,"삼장",\N,\N,"35.3147","127.7864","617",\N,\N,\N,\N
"8827","2011-11-01 00:00:00",\N,"산청",\N,\N,"35.4178","127.8744","94",\N,\N,\N,\N
"8828","2011-11-01 00:00:00",\N,"태수",\N,\N,"35.27","127.8925","96",\N,\N,\N,\N
"8829","2014-07-03 00:00:00",\N,"구평",\N,\N,"35.5542","127.8625","413",\N,\N,\N,\N
"8830","2014-07-03 00:00:00",\N,"재약산",\N,\N,"35.5645","129.0148","400",\N,\N,\N,\N
"8831","2014-07-03 00:00:00",\N,"대곡댐(상)",\N,\N,"35.6569","129.1963","130.32",\N,\N,\N,\N
"8833","2011-11-01 00:00:00",\N,"밀양댐",\N,\N,"35.4855","128.9295","150",\N,\N,\N,\N
"8835","2011-11-01 00:00:00",\N,"웅양",\N,\N,"35.8111","127.9082","374.81",\N,\N,\N,\N
"8836","2011-11-01 00:00:00",\N,"청연",\N,\N,"35.603","127.9137","584.87",\N,\N,\N,\N
"8837","2011-11-01 00:00:00",\N,"북상",\N,\N,"35.7723","127.8102","346.85",\N,\N,\N,\N
"8838","2011-11-01 00:00:00",\N,"거창1",\N,\N,"35.6831","127.8978","202.42",\N,\N,\N,\N
"8839","2011-11-01 00:00:00",\N,"지산",\N,\N,"35.6646","128.0154","239.24",\N,\N,\N,\N
"8840","2011-11-01 00:00:00",\N,"가북",\N,\N,"35.7617","127.9895","404.03",\N,\N,\N,\N
"8841","2011-11-01 00:00:00",\N,"신등",\N,\N,"35.4089","127.9908","223",\N,\N,\N,\N
"8870","2011-11-01 00:00:00",\N,"장전동",\N,\N,"35.2358","129.0689","4",\N,\N,\N,\N
"8871","2011-11-01 00:00:00",\N,"정관면",\N,\N,"35.36","129.1387","4",\N,\N,\N,\N
"8872","2011-11-01 00:00:00",\N,"대연동",\N,\N,"35.1295","129.0863","4",\N,\N,\N,\N
"8873","2011-11-01 00:00:00",\N,"당감동",\N,\N,"35.1579","129.0479","4",\N,\N,\N,\N
"8874","2011-11-01 00:00:00",\N,"태종대",\N,\N,"35.0619","129.0825","2",\N,\N,\N,\N
"8875","2011-11-01 00:00:00",\N,"저구리",\N,\N,"34.7101","128.5873","5",\N,\N,\N,\N
"8876","2011-11-01 00:00:00",\N,"남상면",\N,\N,"35.6432","127.9102","4",\N,\N,\N,\N
"8877","2011-11-01 00:00:00",\N,"대산면",\N,\N,"35.3354","128.7083","7",\N,\N,\N,\N
"8878","2014-07-03 00:00:00",\N,"하동읍",\N,\N,"35.0672","127.7512","16",\N,\N,\N,\N
"8879","2015-01-07 00:00:00",\N,"신정동",\N,\N,"35.5347","129.3078","1",\N,\N,\N,\N
"8879","2006-03-23 00:00:00","2006-03-23 00:00:00","신정동",\N,\N,\N,\N,\N,\N,\N,\N,\N
"8880","2015-01-07 00:00:00",\N,"명서동",\N,\N,"35.2434","128.6418","1",\N,\N,\N,\N
"8885","2018-09-06 00:00:00",\N,"울주군(서생면)",\N,\N,"35.3639","129.3026","65",\N,\N,\N,\N
"8886","2018-09-06 00:00:00",\N,"사천시(송포동)",\N,\N,"34.9652","128.051","76",\N,\N,\N,\N
"8890","2018-06-29 00:00:00",\N,"고산자봉",\N,\N,"34.8571","128.6188","370",\N,\N,\N,\N
"8891","2013-01-01 00:00:00",\N,"형제봉",\N,\N,"35.2055","127.6847","1091.9",\N,\N,\N,\N
"8892","2013-01-01 00:00:00",\N,"묵계재",\N,\N,"35.2299","127.7511","680.17",\N,\N,\N,\N
"8893","2013-01-01 00:00:00",\N,"왕등재",\N,\N,"35.4014","127.781","587.74",\N,\N,\N,\N
"8894","2013-01-01 00:00:00",\N,"법화산",\N,\N,"35.4543","127.7132","688.06",\N,\N,\N,\N
"8895","2013-01-01 00:00:00",\N,"향로봉",\N,\N,"34.9686","128.1666","372.45",\N,\N,\N,\N
"8896","2013-01-01 00:00:00",\N,"단지봉",\N,\N,"35.7999","127.9887","781.88",\N,\N,\N,\N
"8897","2013-01-01 00:00:00",\N,"대기봉",\N,\N,"34.7483","128.0225","278.76",\N,\N,\N,\N
"8898","2013-01-01 00:00:00",\N,"영취산병봉",\N,\N,"35.4787","128.5728","774.13",\N,\N,\N,\N
"8899","2013-01-01 00:00:00",\N,"영취산시살등",\N,\N,"35.4768","129.002","757",\N,\N,\N,\N
"8900","2013-01-01 00:00:00",\N,"능동산",\N,\N,"35.5776","129.0083","935.06",\N,\N,\N,\N
"8901","2013-01-01 00:00:00",\N,"천주산",\N,\N,"35.2747","128.5899","501.09",\N,\N,\N,\N
"8902","2013-01-01 00:00:00",\N,"실봉산",\N,\N,"35.1266","128.0677","100.06",\N,\N,\N,\N
"8903","2013-01-01 00:00:00",\N,"둔철산",\N,\N,"35.3821","127.9755","520.32",\N,\N,\N,\N
"8904","2013-01-01 00:00:00",\N,"한우산",\N,\N,"35.4069","128.2088","698.51",\N,\N,\N,\N
"8905","2013-01-01 00:00:00",\N,"불모산",\N,\N,"35.2052","128.7648","481.91",\N,\N,\N,\N
"8906","2018-06-29 00:00:00",\N,"거창 월봉산",\N,\N,"35.7404","127.7216","890",\N,\N,\N,\N
"8907","2018-06-29 00:00:00",\N,"금원산",\N,\N,"35.7124","127.802","855",\N,\N,\N,\N
"8908","2018-06-29 00:00:00",\N,"산청 황매산",\N,\N,"35.4799","127.9754","907",\N,\N,\N,\N
"8909","2018-06-29 00:00:00",\N,"의령 장등산",\N,\N,"35.4583","128.2773","330",\N,\N,\N,\N
"8911","2007-01-01 00:00:00",\N,"아라게스 델 페르토, 리자라",\N,\N,"42.7667","-0.6333","1540",\N,\N,\N,\N
"8911","2015-01-15 00:00:00",\N,"천성산",\N,\N,"35.4201","129.0872","441.66",\N,\N,\N,\N
"8912","2015-01-15 00:00:00",\N,"백운산",\N,\N,"35.6716","129.1241","508.6",\N,\N,\N,\N
"8913","2015-01-15 00:00:00",\N,"대운산",\N,\N,"35.4076","129.2037","548.81",\N,\N,\N,\N
"8914","2015-01-15 00:00:00",\N,"양달산",\N,\N,"35.2429","129.1882","293.39",\N,\N,\N,\N
"8915","2015-01-15 00:00:00",\N,"백양산",\N,\N,"35.183","129.0244","582.46",\N,\N,\N,\N
"8916","2015-01-15 00:00:00",\N,"월아산",\N,\N,"35.2051","128.1703","164.3",\N,\N,\N,\N
"8917","2018-06-29 00:00:00",\N,"창원 평지산",\N,\N,"35.1618","128.4532","510",\N,\N,\N,\N
"8917","2002-04-15 00:00:00",\N,"살렌트 드 갈레고, '푸르코'",\N,\N,"42.7667","-0.3833","1780",\N,\N,\N,\N
"8918","2018-10-01 00:00:00",\N,"함양 삼봉산",\N,\N,"35.462","127.683","585",\N,\N,\N,\N
"8918","2002-04-15 00:00:00",\N,"살렌트 드 갈레고, '포미갈'",\N,\N,"42.7833","-0.3667","1560",\N,\N,\N,\N
"8920","2010-11-15 00:00:00",\N,"조개골",\N,\N,"35.3709","127.7526","913",\N,\N,\N,\N
"8920","2002-04-15 00:00:00",\N,"살렌트 드 갈레고, '레스포무소'",\N,\N,"42.8167","-0.2833","2180",\N,\N,\N,\N
"8921","2010-11-15 00:00:00",\N,"치밭목",\N,\N,"35.3483","127.7505","1425",\N,\N,\N,\N
"8922","2002-04-15 00:00:00",\N,"판티코사, '레푸기오 카사 페드 ",\N,\N,"42.7667","-0.2333","1660",\N,\N,\N,\N
"8922","2010-11-15 00:00:00",\N,"작은새재골",\N,\N,"35.2978","127.6666","643",\N,\N,\N,\N
"8923","2010-11-15 00:00:00",\N,"벽소령",\N,\N,"35.3263","127.6429","1328",\N,\N,\N,\N
"8924","2010-11-15 00:00:00",\N,"선녀탕",\N,\N,"35.3692","127.6982","660",\N,\N,\N,\N
"8925","2010-11-15 00:00:00",\N,"장터목",\N,\N,"35.3324","127.7163","1640",\N,\N,\N,\N
